BENCHMARK, START_STVARS, LTL2SMV_STVARS, LTL2SMV_TIME, CIRCUIT_STVARS, CIRCUIT_TIME
"benchmarks_wbs/wbs_arch3.ltl_18.vmt", 89, 103, 1.621, 589, 22.704
"benchmarks_wbs/wbs_arch3.ltl_1.vmt", 89, 95, 4.107, 1081, 155.128
"benchmarks_wbs/wbs_arch3.ltl_20.vmt", 89, 103, 1.533, 589, 24.626
"benchmarks_wbs/wbs_arch3.ltl_22.vmt", 89, 95, 1.352, 801, 56.313
"benchmarks_wbs/wbs_arch3.ltl_23.vmt", 89, 95, 1.038, 801, 53.824
"benchmarks_wbs/wbs_arch3.ltl_24.vmt", 89, 95, 0.290, 655, 38.419
"benchmarks_wbs/wbs_arch3.ltl_25.vmt", 89, 113, 3.223, 696, 39.774
"benchmarks_wbs/wbs_arch3.ltl_28.vmt", 89, 95, 0.296, 655, 40.653
"benchmarks_wbs/wbs_arch3.ltl_29.vmt", 89, 113, 4.721, 696, 47.774
"benchmarks_wbs/wbs_arch3.ltl_2.vmt", 89, 95, 26.884, 1081, 119.168
"benchmarks_wbs/wbs_arch3.ltl_32.vmt", 89, 95, 0.574, 655, 32.589
"benchmarks_wbs/wbs_arch3.ltl_33.vmt", 89, 113, 6.952, 696, 41.832
"benchmarks_wbs/wbs_arch3.ltl_36.vmt", 89, 95, 0.598, 655, 37.065
"benchmarks_wbs/wbs_arch3.ltl_37.vmt", 89, 113, 7.262, 696, 46.016
"benchmarks_wbs/wbs_arch3.ltl_3.vmt", 89, 95, 111.441, 1081, 177.679
"benchmarks_wbs/wbs_arch3.ltl_40.vmt", 89, 95, 0.536, 655, 38.185
"benchmarks_wbs/wbs_arch3.ltl_41.vmt", 89, 113, 7.359, 696, 38.211
"benchmarks_wbs/wbs_arch3.ltl_44.vmt", 89, 95, 0.253, 655, 23.409
"benchmarks_wbs/wbs_arch3.ltl_45.vmt", 89, 113, 4.552, 696, 26.358
"benchmarks_wbs/wbs_arch3.ltl_48.vmt", 89, 95, 0.291, 655, 23.955
"benchmarks_wbs/wbs_arch3.ltl_49.vmt", 89, 113, 6.227, 696, 46.045
"benchmarks_wbs/wbs_arch3.ltl_4.vmt", 89, 95, 88.716, 901, 116.629
"benchmarks_wbs/wbs_arch3.ltl_52.vmt", 89, 95, 0.427, 655, 29.101
"benchmarks_wbs/wbs_arch3.ltl_53.vmt", 89, 113, 7.160, 696, 46.542
"benchmarks_wbs/wbs_arch3.ltl_56.vmt", 29, 33, 0.231, 578, 48.682
"benchmarks_wbs/wbs_arch3.ltl_57.vmt", 29, 33, 0.156, 578, 50.751
"benchmarks_wbs/wbs_arch3.ltl_58.vmt", 29, 29, 0.017, 32, 0.589
"benchmarks_wbs/wbs_arch3.ltl_59.vmt", 29, 29, 0.026, 32, 0.586
"benchmarks_wbs/wbs_arch3.ltl_5.vmt", 89, 95, 76.055, 869, 50.351
"benchmarks_wbs/wbs_arch3.ltl_60.vmt", 29, 29, 0.025, 32, 0.603
"benchmarks_wbs/wbs_arch3.ltl_61.vmt", 29, 29, 0.016, 32, 0.607
"benchmarks_wbs/wbs_arch3.ltl_62.vmt", 29, 29, 0.016, 32, 0.589
"benchmarks_wbs/wbs_arch3.ltl_63.vmt", 29, 29, 0.020, 32, 0.639
"benchmarks_wbs/wbs_arch3.ltl_64.vmt", 29, 29, 0.019, 32, 0.581
"benchmarks_wbs/wbs_arch3.ltl_65.vmt", 29, 29, 0.029, 32, 0.628
"benchmarks_wbs/wbs_arch3.ltl_66.vmt", 29, 29, 0.018, 32, 0.601
"benchmarks_wbs/wbs_arch3.ltl_67.vmt", 29, 29, 0.020, 32, 0.563
"benchmarks_wbs/wbs_arch3.ltl_68.vmt", 29, 29, 0.013, 32, 0.394
"benchmarks_wbs/wbs_arch3.ltl_69.vmt", 29, 29, 0.014, 32, 0.345
"benchmarks_wbs/wbs_arch3.ltl_6.vmt", 89, 103, 3.088, 589, 38.355
"benchmarks_wbs/wbs_arch3.ltl_70.vmt", 29, 29, 0.016, 32, 0.630
"benchmarks_wbs/wbs_arch3.ltl_71.vmt", 55, 59, 2.269, 1430, 206.208
"benchmarks_wbs/wbs_arch3.ltl_72.vmt", 55, 59, 0.364, 978, 133.708
"benchmarks_wbs/wbs_arch3.ltl_73.vmt", 55, 59, 0.366, 978, 129.680
"benchmarks_wbs/wbs_arch3.ltl_74.vmt", 55, 59, 0.278, 978, 152.391
"benchmarks_wbs/wbs_arch3.ltl_75.vmt", 55, 59, 0.291, 978, 117.528
"benchmarks_wbs/wbs_arch3.ltl_76.vmt", 55, 59, 0.302, 978, 125.716
"benchmarks_wbs/wbs_arch3.ltl_77.vmt", 55, 59, 0.346, 978, 113.138
"benchmarks_wbs/wbs_arch3.ltl_78.vmt", 55, 59, 0.270, 978, 126.060
"benchmarks_wbs/wbs_arch3.ltl_79.vmt", 55, 59, 0.401, 978, 99.882
"benchmarks_wbs/wbs_arch3.ltl_80.vmt", 55, 59, 0.318, 978, 95.806
"benchmarks_wbs/wbs_arch3.ltl_81.vmt", 55, 59, 0.459, 978, 126.876
"benchmarks_wbs/wbs_arch3.ltl_82.vmt", 55, 59, 0.287, 978, 152.902
"benchmarks_wbs/wbs_arch3.ltl_83.vmt", 55, 59, 0.315, 978, 154.396
"benchmarks_wbs/wbs_arch3.ltl_84.vmt", 28, 28, 0.016, 31, 0.547
"benchmarks_wbs/wbs_arch3.ltl_85.vmt", 28, 28, 0.015, 31, 0.550
"benchmarks_wbs/wbs_arch3.ltl_86.vmt", 28, 28, 0.015, 31, 0.558
"benchmarks_wbs/wbs_arch3.ltl_87.vmt", 28, 28, 0.018, 31, 0.559
"benchmarks_wbs/wbs_arch3.ltl_88.vmt", 28, 28, 0.012, 31, 0.541
"benchmarks_wbs/wbs_arch3.ltl_89.vmt", 28, 28, 0.012, 31, 0.566
"benchmarks_wbs/wbs_arch3.ltl_8.vmt", 89, 103, 1.860, 589, 28.942
"benchmarks_wbs/wbs_arch3.ltl_90.vmt", 28, 28, 0.015, 31, 0.412
"benchmarks_wbs/wbs_arch3.ltl_91.vmt", 28, 28, 0.014, 31, 0.523
"benchmarks_wbs/wbs_arch3.ltl_92.vmt", 28, 28, 0.014, 31, 0.593
"benchmarks_wbs/wbs_arch3.ltl_93.vmt", 28, 28, 0.025, 31, 0.586
"benchmarks_wbs/wbs_arch3.ltl_94.vmt", 28, 28, 0.013, 31, 0.556
"benchmarks_wbs/wbs_arch3.ltl_95.vmt", 28, 28, 0.023, 31, 0.653
"benchmarks_wbs/wbs_arch3.ltl_96.vmt", 28, 28, 0.015, 31, 0.541
"benchmarks_wbs/wbs_arch3.ltl_97.vmt", 27, 31, 0.205, 128, 2.814
"benchmarks_wbs/wbs_arch3.ltl_98.vmt", 27, 31, 0.138, 128, 2.634
"benchmarks_wbs/wbs_arch3.ltl_99.vmt", 27, 31, 0.147, 128, 2.621
"benchmarks_wbs/wbs_arch4.ltl_100.vmt", 27, 31, 0.222, 128, 1.552
"benchmarks_wbs/wbs_arch4.ltl_101.vmt", 27, 31, 0.221, 128, 1.291
"benchmarks_wbs/wbs_arch4.ltl_102.vmt", 27, 31, 0.235, 128, 1.194
"benchmarks_wbs/wbs_arch4.ltl_103.vmt", 27, 31, 0.212, 128, 1.239
"benchmarks_wbs/wbs_arch4.ltl_104.vmt", 27, 31, 0.209, 128, 1.611
"benchmarks_wbs/wbs_arch4.ltl_105.vmt", 27, 31, 0.208, 128, 1.555
"benchmarks_wbs/wbs_arch4.ltl_106.vmt", 27, 31, 0.222, 128, 1.852
"benchmarks_wbs/wbs_arch4.ltl_107.vmt", 27, 31, 0.213, 128, 2.270
"benchmarks_wbs/wbs_arch4.ltl_108.vmt", 27, 31, 0.226, 128, 2.319
"benchmarks_wbs/wbs_arch4.ltl_109.vmt", 14, 18, 0.216, 183, 4.267
"benchmarks_wbs/wbs_arch4.ltl_10.vmt", 89, 103, 1.372, 593, 28.466
"benchmarks_wbs/wbs_arch4.ltl_110.vmt", 149, 153, 1.185, 2208, 494.501
"benchmarks_wbs/wbs_arch4.ltl_111.vmt", 149, 153, 1.225, 2208, 459.548
"benchmarks_wbs/wbs_arch4.ltl_112.vmt", 149, 153, 1.085, 2208, 452.402
"benchmarks_wbs/wbs_arch4.ltl_113.vmt", 150, 155, 0.523, 268, 6.725
"benchmarks_wbs/wbs_arch4.ltl_114.vmt", 150, 155, 0.700, 252, 9.840
"benchmarks_wbs/wbs_arch4.ltl_115.vmt", 149, 153, 1.954, 1912, 269.034
"benchmarks_wbs/wbs_arch4.ltl_116.vmt", 149, 153, 2.119, 1912, 234.357
"benchmarks_wbs/wbs_arch4.ltl_117.vmt", 150, 155, 0.875, 194, 1.354
"benchmarks_wbs/wbs_arch4.ltl_118.vmt", 150, 157, 0.809, 205, 1.503
"benchmarks_wbs/wbs_arch4.ltl_119.vmt", 150, 155, 0.566, 194, 1.207
"benchmarks_wbs/wbs_arch4.ltl_120.vmt", 150, 157, 0.559, 205, 1.382
"benchmarks_wbs/wbs_arch4.ltl_121.vmt", 150, 155, 0.579, 194, 1.330
"benchmarks_wbs/wbs_arch4.ltl_122.vmt", 150, 157, 0.500, 205, 1.383
"benchmarks_wbs/wbs_arch4.ltl_123.vmt", 150, 155, 0.563, 194, 1.202
"benchmarks_wbs/wbs_arch4.ltl_124.vmt", 150, 157, 0.569, 205, 1.522
"benchmarks_wbs/wbs_arch4.ltl_125.vmt", 150, 155, 0.557, 194, 1.198
"benchmarks_wbs/wbs_arch4.ltl_126.vmt", 150, 157, 0.706, 205, 1.364
"benchmarks_wbs/wbs_arch4.ltl_127.vmt", 150, 155, 0.589, 194, 1.175
"benchmarks_wbs/wbs_arch4.ltl_128.vmt", 150, 157, 0.594, 205, 1.310
"benchmarks_wbs/wbs_arch4.ltl_129.vmt", 150, 155, 0.796, 194, 1.137
"benchmarks_wbs/wbs_arch4.ltl_12.vmt", 89, 103, 1.981, 593, 20.279
"benchmarks_wbs/wbs_arch4.ltl_130.vmt", 150, 157, 0.810, 205, 1.374
"benchmarks_wbs/wbs_arch4.ltl_131.vmt", 150, 155, 0.859, 194, 1.240
"benchmarks_wbs/wbs_arch4.ltl_132.vmt", 150, 157, 0.530, 205, 1.328
"benchmarks_wbs/wbs_arch4.ltl_133.vmt", 149, 153, 0.885, 350, 8.758
"benchmarks_wbs/wbs_arch4.ltl_134.vmt", 44, 44, 0.022, 47, 0.634
"benchmarks_wbs/wbs_arch4.ltl_135.vmt", 44, 44, 0.020, 47, 0.644
"benchmarks_wbs/wbs_arch4.ltl_136.vmt", 44, 44, 0.021, 47, 0.555
"benchmarks_wbs/wbs_arch4.ltl_137.vmt", 44, 44, 0.020, 47, 0.548
"benchmarks_wbs/wbs_arch4.ltl_138.vmt", 44, 44, 0.020, 47, 0.547
"benchmarks_wbs/wbs_arch4.ltl_139.vmt", 44, 44, 0.021, 47, 0.550
"benchmarks_wbs/wbs_arch4.ltl_140.vmt", 44, 44, 0.021, 47, 0.794
"benchmarks_wbs/wbs_arch4.ltl_141.vmt", 44, 44, 0.020, 47, 1.015
"benchmarks_wbs/wbs_arch4.ltl_142.vmt", 42, 46, 0.258, 231, 7.783
"benchmarks_wbs/wbs_arch4.ltl_143.vmt", 42, 46, 0.305, 231, 6.234
"benchmarks_wbs/wbs_arch4.ltl_144.vmt", 42, 46, 0.376, 231, 7.011
"benchmarks_wbs/wbs_arch4.ltl_145.vmt", 42, 46, 0.359, 231, 5.416
"benchmarks_wbs/wbs_arch4.ltl_146.vmt", 28, 32, 0.299, 445, 14.164
"benchmarks_wbs/wbs_arch4.ltl_14.vmt", 89, 103, 2.685, 593, 23.717
"benchmarks_wbs/wbs_arch4.ltl_16.vmt", 89, 103, 3.390, 593, 21.106
"benchmarks_wbs/wbs_arch4.ltl_18.vmt", 89, 103, 2.008, 593, 19.188
"benchmarks_wbs/wbs_arch4.ltl_1.vmt", 89, 95, 8.996, 1103, 115.990
"benchmarks_wbs/wbs_arch4.ltl_20.vmt", 89, 103, 2.020, 593, 29.260
"benchmarks_wbs/wbs_arch4.ltl_22.vmt", 89, 95, 1.718, 815, 52.622
"benchmarks_wbs/wbs_arch4.ltl_23.vmt", 89, 95, 1.642, 815, 52.087
"benchmarks_wbs/wbs_arch4.ltl_24.vmt", 89, 95, 0.457, 663, 21.760
"benchmarks_wbs/wbs_arch4.ltl_25.vmt", 89, 113, 1.879, 704, 29.690
"benchmarks_wbs/wbs_arch4.ltl_28.vmt", 89, 95, 0.402, 663, 25.571
"benchmarks_wbs/wbs_arch4.ltl_29.vmt", 89, 113, 3.475, 704, 26.674
"benchmarks_wbs/wbs_arch4.ltl_2.vmt", 89, 95, 125.670, 1105, 113.218
"benchmarks_wbs/wbs_arch4.ltl_32.vmt", 89, 95, 0.544, 663, 20.608
"benchmarks_wbs/wbs_arch4.ltl_33.vmt", 89, 113, 1.899, 704, 26.708
"benchmarks_wbs/wbs_arch4.ltl_36.vmt", 89, 95, 0.573, 663, 20.003
"benchmarks_wbs/wbs_arch4.ltl_37.vmt", 89, 113, 3.015, 704, 28.377
"benchmarks_wbs/wbs_arch4.ltl_3.vmt", 89, 95, 122.010, 1105, 115.765
"benchmarks_wbs/wbs_arch4.ltl_40.vmt", 89, 95, 0.835, 663, 20.786
"benchmarks_wbs/wbs_arch4.ltl_41.vmt", 89, 113, 4.140, 704, 24.168
"benchmarks_wbs/wbs_arch4.ltl_44.vmt", 89, 95, 0.393, 663, 19.909
"benchmarks_wbs/wbs_arch4.ltl_45.vmt", 89, 113, 4.551, 704, 23.806
"benchmarks_wbs/wbs_arch4.ltl_48.vmt", 89, 95, 0.519, 663, 20.850
"benchmarks_wbs/wbs_arch4.ltl_49.vmt", 89, 113, 3.685, 704, 24.064
"benchmarks_wbs/wbs_arch4.ltl_4.vmt", 89, 95, 64.752, 901, 67.871
"benchmarks_wbs/wbs_arch4.ltl_52.vmt", 89, 95, 0.287, 663, 19.796
"benchmarks_wbs/wbs_arch4.ltl_53.vmt", 89, 113, 3.049, 704, 23.981
"benchmarks_wbs/wbs_arch4.ltl_56.vmt", 29, 33, 0.144, 578, 26.256
"benchmarks_wbs/wbs_arch4.ltl_57.vmt", 29, 33, 0.228, 578, 26.246
"benchmarks_wbs/wbs_arch4.ltl_58.vmt", 29, 29, 0.012, 32, 0.327
"benchmarks_wbs/wbs_arch4.ltl_59.vmt", 29, 29, 0.016, 32, 0.397
"benchmarks_wbs/wbs_arch4.ltl_5.vmt", 89, 95, 58.764, 869, 37.283
"benchmarks_wbs/wbs_arch4.ltl_60.vmt", 29, 29, 0.013, 32, 0.321
"benchmarks_wbs/wbs_arch4.ltl_61.vmt", 29, 29, 0.014, 32, 0.381
"benchmarks_wbs/wbs_arch4.ltl_62.vmt", 29, 29, 0.012, 32, 0.314
"benchmarks_wbs/wbs_arch4.ltl_63.vmt", 29, 29, 0.014, 32, 0.315
"benchmarks_wbs/wbs_arch4.ltl_64.vmt", 29, 29, 0.017, 32, 0.319
"benchmarks_wbs/wbs_arch4.ltl_65.vmt", 29, 29, 0.022, 32, 0.315
"benchmarks_wbs/wbs_arch4.ltl_66.vmt", 29, 29, 0.012, 32, 0.381
"benchmarks_wbs/wbs_arch4.ltl_67.vmt", 29, 29, 0.013, 32, 0.319
"benchmarks_wbs/wbs_arch4.ltl_68.vmt", 29, 29, 0.013, 32, 0.306
"benchmarks_wbs/wbs_arch4.ltl_69.vmt", 29, 29, 0.015, 32, 0.360
"benchmarks_wbs/wbs_arch4.ltl_6.vmt", 89, 103, 1.361, 593, 19.746
"benchmarks_wbs/wbs_arch4.ltl_70.vmt", 29, 29, 0.018, 32, 0.311
"benchmarks_wbs/wbs_arch4.ltl_71.vmt", 55, 59, 1.738, 1430, 114.659
"benchmarks_wbs/wbs_arch4.ltl_72.vmt", 55, 59, 0.270, 978, 92.701
"benchmarks_wbs/wbs_arch4.ltl_73.vmt", 55, 59, 0.357, 978, 94.064
"benchmarks_wbs/wbs_arch4.ltl_74.vmt", 55, 59, 0.292, 978, 84.225
"benchmarks_wbs/wbs_arch4.ltl_75.vmt", 55, 59, 0.248, 978, 87.902
"benchmarks_wbs/wbs_arch4.ltl_76.vmt", 55, 59, 0.268, 978, 91.462
"benchmarks_wbs/wbs_arch4.ltl_77.vmt", 55, 59, 0.311, 978, 88.028
"benchmarks_wbs/wbs_arch4.ltl_78.vmt", 55, 59, 0.284, 978, 109.194
"benchmarks_wbs/wbs_arch4.ltl_79.vmt", 55, 59, 0.293, 978, 123.351
"benchmarks_wbs/wbs_arch4.ltl_80.vmt", 55, 59, 0.259, 978, 128.836
"benchmarks_wbs/wbs_arch4.ltl_81.vmt", 55, 59, 0.283, 978, 120.509
"benchmarks_wbs/wbs_arch4.ltl_82.vmt", 55, 59, 0.307, 978, 131.741
"benchmarks_wbs/wbs_arch4.ltl_83.vmt", 55, 59, 0.335, 978, 118.055
"benchmarks_wbs/wbs_arch4.ltl_84.vmt", 28, 28, 0.013, 31, 0.456
"benchmarks_wbs/wbs_arch4.ltl_85.vmt", 28, 28, 0.009, 31, 0.544
"benchmarks_wbs/wbs_arch4.ltl_86.vmt", 28, 28, 0.016, 31, 0.452
"benchmarks_wbs/wbs_arch4.ltl_87.vmt", 28, 28, 0.009, 31, 0.455
"benchmarks_wbs/wbs_arch4.ltl_88.vmt", 28, 28, 0.009, 31, 0.538
"benchmarks_wbs/wbs_arch4.ltl_89.vmt", 28, 28, 0.014, 31, 0.384
"benchmarks_wbs/wbs_arch4.ltl_8.vmt", 89, 103, 1.717, 593, 40.118
"benchmarks_wbs/wbs_arch4.ltl_90.vmt", 28, 28, 0.013, 31, 0.587
"benchmarks_wbs/wbs_arch4.ltl_91.vmt", 28, 28, 0.017, 31, 0.556
"benchmarks_wbs/wbs_arch4.ltl_92.vmt", 28, 28, 0.015, 31, 0.450
"benchmarks_wbs/wbs_arch4.ltl_93.vmt", 28, 28, 0.009, 31, 0.390
"benchmarks_wbs/wbs_arch4.ltl_94.vmt", 28, 28, 0.013, 31, 0.358
"benchmarks_wbs/wbs_arch4.ltl_95.vmt", 28, 28, 0.017, 31, 0.463
"benchmarks_wbs/wbs_arch4.ltl_96.vmt", 28, 28, 0.015, 31, 0.434
"benchmarks_wbs/wbs_arch4.ltl_97.vmt", 27, 31, 0.198, 128, 2.118
"benchmarks_wbs/wbs_arch4.ltl_98.vmt", 27, 31, 0.143, 128, 2.160
"benchmarks_wbs/wbs_arch4.ltl_99.vmt", 27, 31, 0.132, 128, 2.123
